,file_path,label
60,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_676.npy,6
61,/home/estudiante/music-genre-classification-master/datasets/train_spec/3/mel_spectrogram_mix_767.npy,3
62,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_582.npy,8
63,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_633.npy,6
64,/home/estudiante/music-genre-classification-master/datasets/train_spec/3/mel_spectrogram_mix_164.npy,3
65,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_1043.npy,9
66,/home/estudiante/music-genre-classification-master/datasets/train_spec/10/mel_spectrogram_mix_1245.npy,10
67,/home/estudiante/music-genre-classification-master/datasets/train_spec/2/mel_spectrogram_mix_1078.npy,2
68,/home/estudiante/music-genre-classification-master/datasets/train_spec/3/mel_spectrogram_mix_59.npy,3
69,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_923.npy,8
70,/home/estudiante/music-genre-classification-master/datasets/train_spec/10/mel_spectrogram_mix_11.npy,10
71,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_886.npy,8
72,/home/estudiante/music-genre-classification-master/datasets/train_spec/2/mel_spectrogram_mix_269.npy,2
73,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_20.npy,6
74,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_1005.npy,9
75,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_185.npy,5
76,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_998.npy,8
77,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_314.npy,1
78,/home/estudiante/music-genre-classification-master/datasets/train_spec/10/mel_spectrogram_mix_918.npy,10
79,/home/estudiante/music-genre-classification-master/datasets/train_spec/2/mel_spectrogram_mix_820.npy,2
80,/home/estudiante/music-genre-classification-master/datasets/train_spec/2/mel_spectrogram_mix_188.npy,2
81,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_321.npy,8
82,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_671.npy,5
83,/home/estudiante/music-genre-classification-master/datasets/train_spec/2/mel_spectrogram_mix_461.npy,2
84,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_924.npy,8
85,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_297.npy,6
86,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_130.npy,8
87,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_118.npy,9
88,/home/estudiante/music-genre-classification-master/datasets/train_spec/7/mel_spectrogram_mix_297.npy,7
89,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_354.npy,1
90,/home/estudiante/music-genre-classification-master/datasets/train_spec/7/mel_spectrogram_mix_410.npy,7
91,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_852.npy,9
92,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_56.npy,9
93,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_195.npy,1
94,/home/estudiante/music-genre-classification-master/datasets/train_spec/2/mel_spectrogram_mix_548.npy,2
95,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_586.npy,6
96,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_605.npy,6
97,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_815.npy,1
98,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_1123.npy,1
99,/home/estudiante/music-genre-classification-master/datasets/train_spec/3/mel_spectrogram_mix_394.npy,3
100,/home/estudiante/music-genre-classification-master/datasets/train_spec/10/mel_spectrogram_mix_400.npy,10
101,/home/estudiante/music-genre-classification-master/datasets/train_spec/4/mel_spectrogram_mix_693.npy,4
102,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_1229.npy,5
103,/home/estudiante/music-genre-classification-master/datasets/train_spec/2/mel_spectrogram_mix_377.npy,2
104,/home/estudiante/music-genre-classification-master/datasets/train_spec/7/mel_spectrogram_mix_3.npy,7
105,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_696.npy,6
106,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_260.npy,6
107,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_1007.npy,6
108,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_387.npy,9
109,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_1074.npy,5
110,/home/estudiante/music-genre-classification-master/datasets/train_spec/3/mel_spectrogram_mix_975.npy,3
111,/home/estudiante/music-genre-classification-master/datasets/train_spec/7/mel_spectrogram_mix_407.npy,7
112,/home/estudiante/music-genre-classification-master/datasets/train_spec/4/mel_spectrogram_mix_810.npy,4
113,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_106.npy,6
114,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_389.npy,9
115,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_1044.npy,5
116,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_1276.npy,6
117,/home/estudiante/music-genre-classification-master/datasets/train_spec/10/mel_spectrogram_mix_57.npy,10
118,/home/estudiante/music-genre-classification-master/datasets/train_spec/10/mel_spectrogram_mix_732.npy,10
119,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_1035.npy,6
120,/home/estudiante/music-genre-classification-master/datasets/train_spec/3/mel_spectrogram_mix_544.npy,3
121,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_783.npy,9
122,/home/estudiante/music-genre-classification-master/datasets/train_spec/7/mel_spectrogram_mix_479.npy,7
123,/home/estudiante/music-genre-classification-master/datasets/train_spec/10/mel_spectrogram_mix_728.npy,10
124,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_704.npy,5
125,/home/estudiante/music-genre-classification-master/datasets/train_spec/4/mel_spectrogram_mix_636.npy,4
126,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_913.npy,5
127,/home/estudiante/music-genre-classification-master/datasets/train_spec/3/mel_spectrogram_mix_944.npy,3
128,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_402.npy,6
129,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_1023.npy,9
130,/home/estudiante/music-genre-classification-master/datasets/train_spec/4/mel_spectrogram_mix_977.npy,4
131,/home/estudiante/music-genre-classification-master/datasets/train_spec/4/mel_spectrogram_mix_679.npy,4
132,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_548.npy,9
133,/home/estudiante/music-genre-classification-master/datasets/train_spec/3/mel_spectrogram_mix_375.npy,3
134,/home/estudiante/music-genre-classification-master/datasets/train_spec/10/mel_spectrogram_mix_742.npy,10
135,/home/estudiante/music-genre-classification-master/datasets/train_spec/10/mel_spectrogram_mix_524.npy,10
136,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_89.npy,6
137,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_1220.npy,6
138,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_1107.npy,5
139,/home/estudiante/music-genre-classification-master/datasets/train_spec/7/mel_spectrogram_mix_574.npy,7
140,/home/estudiante/music-genre-classification-master/datasets/train_spec/7/mel_spectrogram_mix_95.npy,7
141,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_98.npy,9
142,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_953.npy,6
143,/home/estudiante/music-genre-classification-master/datasets/train_spec/10/mel_spectrogram_mix_509.npy,10
144,/home/estudiante/music-genre-classification-master/datasets/train_spec/4/mel_spectrogram_mix_80.npy,4
145,/home/estudiante/music-genre-classification-master/datasets/train_spec/3/mel_spectrogram_mix_342.npy,3
146,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_279.npy,8
147,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_1069.npy,9
148,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_125.npy,5
149,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_1061.npy,9
150,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_719.npy,1
151,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_816.npy,5
152,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_799.npy,1
153,/home/estudiante/music-genre-classification-master/datasets/train_spec/4/mel_spectrogram_mix_1169.npy,4
154,/home/estudiante/music-genre-classification-master/datasets/train_spec/7/mel_spectrogram_mix_662.npy,7
155,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_984.npy,1
156,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_220.npy,1
157,/home/estudiante/music-genre-classification-master/datasets/train_spec/7/mel_spectrogram_mix_469.npy,7
158,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_96.npy,9
159,/home/estudiante/music-genre-classification-master/datasets/train_spec/4/mel_spectrogram_mix_1044.npy,4
160,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_310.npy,5
161,/home/estudiante/music-genre-classification-master/datasets/train_spec/7/mel_spectrogram_mix_341.npy,7
162,/home/estudiante/music-genre-classification-master/datasets/train_spec/2/mel_spectrogram_mix_397.npy,2
163,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_827.npy,1
164,/home/estudiante/music-genre-classification-master/datasets/train_spec/10/mel_spectrogram_mix_317.npy,10
165,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_980.npy,8
166,/home/estudiante/music-genre-classification-master/datasets/train_spec/2/mel_spectrogram_mix_33.npy,2
167,/home/estudiante/music-genre-classification-master/datasets/train_spec/4/mel_spectrogram_mix_277.npy,4
168,/home/estudiante/music-genre-classification-master/datasets/train_spec/2/mel_spectrogram_mix_1171.npy,2
169,/home/estudiante/music-genre-classification-master/datasets/train_spec/7/mel_spectrogram_mix_1230.npy,7
170,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_965.npy,5
171,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_382.npy,8
172,/home/estudiante/music-genre-classification-master/datasets/train_spec/7/mel_spectrogram_mix_1256.npy,7
173,/home/estudiante/music-genre-classification-master/datasets/train_spec/3/mel_spectrogram_mix_1045.npy,3
174,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_381.npy,5
175,/home/estudiante/music-genre-classification-master/datasets/train_spec/7/mel_spectrogram_mix_1006.npy,7
176,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_1185.npy,8
177,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_1252.npy,6
178,/home/estudiante/music-genre-classification-master/datasets/train_spec/3/mel_spectrogram_mix_1023.npy,3
179,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_837.npy,5
180,/home/estudiante/music-genre-classification-master/datasets/train_spec/2/mel_spectrogram_mix_111.npy,2
181,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_769.npy,1
182,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_1005.npy,1
183,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_14.npy,1
184,/home/estudiante/music-genre-classification-master/datasets/train_spec/7/mel_spectrogram_mix_486.npy,7
185,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_960.npy,1
186,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_898.npy,5
187,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_746.npy,6
188,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_1088.npy,5
189,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_917.npy,9
190,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_901.npy,8
191,/home/estudiante/music-genre-classification-master/datasets/train_spec/4/mel_spectrogram_mix_590.npy,4
192,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_819.npy,8
193,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_1110.npy,5
194,/home/estudiante/music-genre-classification-master/datasets/train_spec/10/mel_spectrogram_mix_530.npy,10
195,/home/estudiante/music-genre-classification-master/datasets/train_spec/4/mel_spectrogram_mix_260.npy,4
196,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_1030.npy,1
197,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_35.npy,5
198,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_1205.npy,8
199,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_1278.npy,1
200,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_126.npy,8
201,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_815.npy,5
202,/home/estudiante/music-genre-classification-master/datasets/train_spec/7/mel_spectrogram_mix_796.npy,7
203,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_282.npy,9
204,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_215.npy,1
205,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_32.npy,8
206,/home/estudiante/music-genre-classification-master/datasets/train_spec/3/mel_spectrogram_mix_377.npy,3
207,/home/estudiante/music-genre-classification-master/datasets/train_spec/4/mel_spectrogram_mix_1032.npy,4
208,/home/estudiante/music-genre-classification-master/datasets/train_spec/4/mel_spectrogram_mix_826.npy,4
209,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_1075.npy,5
210,/home/estudiante/music-genre-classification-master/datasets/train_spec/10/mel_spectrogram_mix_590.npy,10
211,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_910.npy,5
212,/home/estudiante/music-genre-classification-master/datasets/train_spec/10/mel_spectrogram_mix_222.npy,10
213,/home/estudiante/music-genre-classification-master/datasets/train_spec/3/mel_spectrogram_mix_947.npy,3
214,/home/estudiante/music-genre-classification-master/datasets/train_spec/4/mel_spectrogram_mix_483.npy,4
215,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_107.npy,8
216,/home/estudiante/music-genre-classification-master/datasets/train_spec/3/mel_spectrogram_mix_381.npy,3
217,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_1140.npy,8
218,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_1101.npy,9
219,/home/estudiante/music-genre-classification-master/datasets/train_spec/2/mel_spectrogram_mix_929.npy,2
220,/home/estudiante/music-genre-classification-master/datasets/train_spec/10/mel_spectrogram_mix_1158.npy,10
221,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_65.npy,8
222,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_57.npy,8
223,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_396.npy,8
224,/home/estudiante/music-genre-classification-master/datasets/train_spec/7/mel_spectrogram_mix_1060.npy,7
225,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_843.npy,9
226,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_811.npy,9
227,/home/estudiante/music-genre-classification-master/datasets/train_spec/4/mel_spectrogram_mix_290.npy,4
228,/home/estudiante/music-genre-classification-master/datasets/train_spec/10/mel_spectrogram_mix_303.npy,10
229,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_449.npy,1
230,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_127.npy,8
231,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_108.npy,1
232,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_654.npy,5
233,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_436.npy,6
234,/home/estudiante/music-genre-classification-master/datasets/train_spec/4/mel_spectrogram_mix_507.npy,4
235,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_765.npy,5
236,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_409.npy,5
237,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_37.npy,9
238,/home/estudiante/music-genre-classification-master/datasets/train_spec/3/mel_spectrogram_mix_180.npy,3
239,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_1052.npy,8
240,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_175.npy,9
241,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_1137.npy,5
242,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_903.npy,5
243,/home/estudiante/music-genre-classification-master/datasets/train_spec/7/mel_spectrogram_mix_124.npy,7
244,/home/estudiante/music-genre-classification-master/datasets/train_spec/2/mel_spectrogram_mix_1217.npy,2
245,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_995.npy,6
246,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_1119.npy,6
247,/home/estudiante/music-genre-classification-master/datasets/train_spec/3/mel_spectrogram_mix_958.npy,3
248,/home/estudiante/music-genre-classification-master/datasets/train_spec/4/mel_spectrogram_mix_765.npy,4
249,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_244.npy,5
250,/home/estudiante/music-genre-classification-master/datasets/train_spec/3/mel_spectrogram_mix_801.npy,3
251,/home/estudiante/music-genre-classification-master/datasets/train_spec/3/mel_spectrogram_mix_1134.npy,3
252,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_39.npy,9
253,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_1017.npy,1
254,/home/estudiante/music-genre-classification-master/datasets/train_spec/7/mel_spectrogram_mix_422.npy,7
255,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_341.npy,9
256,/home/estudiante/music-genre-classification-master/datasets/train_spec/3/mel_spectrogram_mix_694.npy,3
257,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_634.npy,1
258,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_1194.npy,9
259,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_367.npy,6
260,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_613.npy,6
261,/home/estudiante/music-genre-classification-master/datasets/train_spec/7/mel_spectrogram_mix_750.npy,7
262,/home/estudiante/music-genre-classification-master/datasets/train_spec/4/mel_spectrogram_mix_726.npy,4
263,/home/estudiante/music-genre-classification-master/datasets/train_spec/3/mel_spectrogram_mix_645.npy,3
264,/home/estudiante/music-genre-classification-master/datasets/train_spec/4/mel_spectrogram_mix_153.npy,4
265,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_475.npy,1
266,/home/estudiante/music-genre-classification-master/datasets/train_spec/2/mel_spectrogram_mix_819.npy,2
267,/home/estudiante/music-genre-classification-master/datasets/train_spec/3/mel_spectrogram_mix_1157.npy,3
268,/home/estudiante/music-genre-classification-master/datasets/train_spec/7/mel_spectrogram_mix_1198.npy,7
269,/home/estudiante/music-genre-classification-master/datasets/train_spec/3/mel_spectrogram_mix_188.npy,3
270,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_1154.npy,5
271,/home/estudiante/music-genre-classification-master/datasets/train_spec/1/mel_spectrogram_mix_501.npy,1
272,/home/estudiante/music-genre-classification-master/datasets/train_spec/4/mel_spectrogram_mix_875.npy,4
273,/home/estudiante/music-genre-classification-master/datasets/train_spec/6/mel_spectrogram_mix_55.npy,6
274,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_576.npy,9
275,/home/estudiante/music-genre-classification-master/datasets/train_spec/9/mel_spectrogram_mix_1086.npy,9
276,/home/estudiante/music-genre-classification-master/datasets/train_spec/5/mel_spectrogram_mix_192.npy,5
277,/home/estudiante/music-genre-classification-master/datasets/train_spec/8/mel_spectrogram_mix_287.npy,8
